credit_score,income,loan_amount,loan_term,interest_rate,debt_to_income,num_accounts,missed_payments,loan_default
430,91792,21978,60,10.2302193347745,0.11213297168872112,1,4,1
784,20228,6055,24,7.696203520073878,0.6838760709695217,3,0,0
320,110282,15046,24,13.100023446730779,0.6686387286405748,2,0,1
466,102214,40851,24,15.57369392366216,0.6234865603257778,2,3,0
573,57052,20678,12,15.183573417914948,0.8023605444672064,1,3,0
687,77769,49876,48,14.181643662512874,0.8210140644467473,5,1,0
615,66032,31624,60,7.1934837819231285,0.5451554555402044,5,4,1
313,108721,47418,60,17.552373416044976,0.6478587936536502,3,3,0
541,53686,43725,36,11.38432343628223,0.10879872085636784,9,1,1
645,96981,10255,12,8.32202874547805,0.7770744471001589,6,2,1
639,118802,14411,24,6.293992115946447,0.7531307393035981,6,0,0
391,83261,47459,48,11.250786724595734,0.11619889473879592,6,4,0
666,22809,41163,12,14.26959570270961,0.5342601733933746,2,2,1
754,61785,38971,12,14.980665637272615,0.8253244563498157,8,4,0
727,56547,36235,48,19.44105367095885,0.24511038962502438,6,4,1
808,62818,24194,24,7.297221254956361,0.3821159372456785,3,3,1
334,91927,24476,12,19.78660497796328,0.3648429428149449,9,1,0
505,85681,8044,60,14.820138208583419,0.3847523803198012,2,4,0
380,99465,45040,60,11.813435865608021,0.13350882436408168,7,2,0
687,109862,26057,48,18.322913387722387,0.3232141470122931,3,4,1
301,115527,8514,24,15.417196129300892,0.3358850501601885,6,1,0
689,57333,14990,48,10.23075822285523,0.7926976387916729,5,0,0
405,36576,43960,12,18.261285448646923,0.381692805705362,6,4,0
776,59405,48535,60,14.999231852293022,0.4577733919148411,8,2,1
701,114000,12507,36,15.482560336913291,0.404590447904311,3,0,0
461,93779,9857,48,18.44584832129039,0.19653875968126544,2,0,1
501,51601,17118,36,11.726243119535829,0.8922854061804992,8,3,0
569,87946,8146,36,14.853561589396348,0.7606601525637847,1,3,0
570,87356,31401,60,16.170335324566707,0.5327362456218935,2,4,1
755,72116,31177,48,11.809100871961723,0.4810915955113372,1,2,0
761,82894,43524,36,6.251781736066901,0.6194037803704073,5,3,0
551,54635,9414,12,16.571596536415413,0.36114491881859057,8,1,1
595,27465,22494,24,5.7172452911504275,0.14022629628358285,2,1,0
637,76754,25437,24,15.768716025841073,0.4234534508917498,4,0,0
352,117975,8937,60,18.663128127868298,0.8871820619262886,4,0,0
516,112850,41731,48,10.204534975550278,0.24587744470217823,7,0,0
487,105119,26326,48,6.530926777067402,0.5221642337223779,1,1,1
679,112691,43665,24,8.492959846862616,0.10681711705726293,9,3,0
792,58871,13974,12,13.434223461880887,0.19762521214286785,3,3,0
340,82874,22500,24,19.139896146591298,0.5697533603736937,6,4,0
456,97733,6750,24,12.684240948291752,0.33793114360626797,5,2,0
314,49511,9027,48,6.691059322950444,0.8245475891684999,4,1,0
364,100960,49296,36,14.41674760574507,0.42493581276578785,9,0,0
820,68821,10745,12,15.99267405181912,0.266426877704842,9,2,1
643,85776,26448,48,10.899255049891863,0.5364734154277628,1,0,1
428,90167,47447,24,15.822710965181217,0.7359789081407702,7,2,1
771,95135,33451,36,9.872342227087845,0.11553575695791585,9,2,0
362,64462,33207,12,16.8363522739462,0.504416094904033,5,3,0
438,81382,10938,60,10.116082393551036,0.718741245381717,1,4,1
798,110194,17150,12,8.84160637400939,0.18287092370562333,8,4,0
691,52574,18406,12,18.187721088373625,0.8222388151465164,5,0,1
718,61910,24781,24,13.227101317630943,0.31161392797347953,6,1,1
588,93531,42621,24,9.27734433112527,0.23648288617026145,7,4,0
678,45186,23325,60,19.026303344706008,0.5714048583221397,7,1,0
789,114781,8148,60,15.362767631990739,0.24002491665442316,7,0,0
530,42813,33879,60,8.310505994833509,0.6437612162969457,1,1,0
340,98812,12933,48,14.21963531889171,0.492081665598744,7,2,1
327,105525,14436,48,18.05538246933537,0.18796476940974394,3,2,1
434,98282,22669,24,15.442297138100862,0.8299921076656385,5,0,1
500,38557,11474,24,8.671387261401957,0.6385643279708402,5,1,0
332,48060,16228,60,14.732724930417723,0.5367944212270145,8,1,1
347,78866,38538,48,14.287390590803012,0.3994724922801046,7,0,1
802,92104,6843,36,17.31265495368033,0.20788792373637738,7,4,1
706,104577,5073,48,7.671988954950497,0.6660146968490577,6,3,1
398,26080,21059,24,15.494520005020398,0.7509246560232475,7,4,0
846,33854,25733,48,5.410560382005531,0.2006550799506501,7,3,0
761,87695,45768,24,15.442629509536514,0.495654099630514,5,1,0
304,47025,30395,60,19.406559559078353,0.48787694959399175,5,3,0
517,72982,25202,60,7.615823993744262,0.3799293665759741,4,3,0
802,61081,18273,60,9.669496592285133,0.7314735163134441,4,1,0
697,24368,38099,36,13.743073580428268,0.17962382704547758,5,2,0
692,119621,12512,36,15.985925687858835,0.264015379897672,9,3,0
506,47094,33231,24,10.165570856068015,0.1012822151348054,6,0,1
314,66040,28274,12,14.963884657102064,0.3983883104664119,8,4,0
760,86766,42699,36,18.489181888044996,0.33294253432029763,9,1,0
540,103053,27409,24,15.89838180836393,0.7935951870065252,4,1,0
395,43991,10113,48,15.665340764033662,0.6966481952609238,7,3,0
784,21301,46187,60,10.729559876249239,0.16757775724981752,5,2,0
706,48610,7881,60,18.671439632573012,0.6927647320498963,4,2,0
530,101463,24249,60,9.159844129416166,0.6403201771356456,7,4,0
470,54678,40343,24,8.07920534929551,0.3253794188802638,3,4,1
840,44466,17714,60,10.463359005897559,0.11236861976368805,1,2,0
335,100440,43953,36,14.75234331107741,0.19212992111097,7,2,1
824,60875,13656,48,17.9251697929176,0.2999528676948475,9,2,1
459,46081,10741,60,6.981181735209756,0.7532978929218441,2,3,1
542,44354,21661,24,17.207032658902445,0.472250260726247,7,0,0
385,113297,36555,48,17.192350920034926,0.8347164211672402,2,4,0
327,38300,33690,60,13.803790348851292,0.73131876755864,3,1,0
639,84384,37833,12,16.409719093670386,0.32968654387520546,3,2,0
630,115027,42030,60,7.72821047227381,0.7762897252644104,4,2,0
805,80892,10704,36,7.543790012310701,0.19337987232860565,6,0,0
647,55525,46362,48,17.942000511930907,0.12889401636320247,3,2,0
772,46532,17175,36,12.472226558518503,0.5868304967306526,9,4,0
530,26464,17696,12,8.689058213792737,0.3733944279037109,2,2,1
489,36562,44023,12,15.330955364094855,0.3635405493301177,7,0,0
524,75514,45209,36,18.378127504013314,0.6497665489053499,6,3,0
684,94219,33054,48,14.484839689163747,0.780083062258323,2,4,1
676,52634,26076,12,10.210175644100257,0.35774040427216114,3,3,1
582,20060,19986,12,12.248566479395219,0.3600110576180007,6,1,0
558,29269,19440,60,16.284041914180094,0.5270808314339097,4,0,0
658,83143,12960,24,6.012518433085813,0.6225468816643518,1,1,0
755,43065,27462,12,8.257467739346634,0.2623246364441423,1,1,1
710,22895,22821,48,11.938747799741709,0.8301433223294982,3,1,0
617,100859,32258,48,14.063614461456481,0.6235332190816096,8,1,1
524,32352,32353,60,10.087483865634866,0.6001294490944786,4,0,1
533,69737,28416,48,9.475863828048212,0.8233565088542146,1,3,0
673,116426,27115,60,5.6207629354958195,0.8258120644755816,8,2,0
771,52016,29968,12,5.489026580771713,0.20844009650119144,6,1,0
532,81304,27731,12,9.180422814542384,0.2160604031838938,1,2,0
412,31962,27785,12,12.957591501343146,0.7095589591521181,6,2,0
796,53302,44397,12,13.345572446681173,0.8655039564351764,1,1,0
741,105382,18828,24,12.410412393003032,0.6332109428104864,3,4,1
567,24011,9541,24,11.148210260042514,0.42905359888573613,2,2,1
809,39782,45644,12,8.784373838919812,0.6467785118189965,4,4,0
685,87691,18311,48,11.010416473891732,0.2830492610852311,2,3,0
686,59725,35531,60,7.081399480782702,0.898373039846227,5,2,1
412,29196,19588,36,6.728888435390552,0.4448681742872145,4,0,1
380,63459,17380,60,9.499148852206872,0.8453488020069564,6,3,0
412,107245,47645,36,19.930231946408295,0.44463844229102,7,3,1
301,98863,22818,36,9.897454212745977,0.8425118248975388,2,4,0
519,52769,35857,12,19.04684585532658,0.36854835318393253,2,1,0
524,44700,26711,36,10.88393218651541,0.7084343877246454,8,0,0
684,100356,10097,12,11.58514986799414,0.860801609927213,9,0,1
702,96427,33393,24,16.955943248033442,0.6167845425566146,5,4,0
429,25269,27076,48,6.404574911711851,0.6420521806199009,7,4,1
352,63880,23738,36,7.734699853904592,0.18230899625764094,9,3,0
715,28320,34317,48,19.60760397462822,0.47937595773112074,1,4,0
546,69589,44229,12,12.58876009941042,0.80940432486943,8,1,0
738,96276,12044,36,5.664645233129455,0.29272786898457454,9,3,0
502,55897,10497,60,5.710710995840758,0.7306904107986505,9,3,0
483,78565,18751,24,18.608610256660892,0.6405679086431528,7,3,0
422,50930,34882,24,18.100476343380763,0.27838877179242993,3,0,0
700,77233,47072,36,11.875986604176502,0.32623296421437153,5,0,0
593,102821,48194,24,7.448331289168982,0.4420487200965577,2,3,0
579,34380,48826,60,17.454269095437198,0.20010337241658052,3,1,1
497,96896,27449,48,9.869001609194758,0.8306970377265656,7,2,0
810,90934,49028,60,11.28587597994643,0.6914860840576444,1,3,0
443,75830,38402,24,15.23714568573977,0.39197128000286374,3,4,1
500,25529,37543,48,10.300975301114818,0.33973239624396945,5,2,0
423,114598,34362,60,14.430048900474395,0.6516630962499019,4,0,0
486,102987,32315,12,18.279240656638763,0.43937673756219287,3,0,0
625,69178,32746,12,16.960599031617164,0.28346925752405816,6,2,0
763,26937,15057,48,10.724166108007406,0.44412060237900597,6,4,0
648,59886,47915,48,9.319048320556021,0.7970375865780578,4,0,0
702,69699,26061,48,9.282656731093386,0.15488530923197077,9,0,0
645,96396,39157,12,10.228867255648746,0.3946865978255296,6,3,0
810,110678,16322,60,12.402754800871584,0.8698715384137323,9,1,0
446,45279,9276,48,11.248962210409147,0.11186547396366474,2,4,0
447,58106,17306,12,6.995060314814868,0.812512254024975,6,3,0
788,99737,39017,48,7.451837875008625,0.3998669588617275,4,1,1
637,60544,32742,48,10.143944140972751,0.2516145636603657,2,0,0
772,28997,36600,48,13.43096150088286,0.11198379797736138,5,1,0
450,105711,22629,12,13.88995925200242,0.15641824111903688,3,0,1
714,60860,13245,60,12.29310597344945,0.2374746913793538,6,3,1
597,23225,36414,12,16.08163821811272,0.12032739070366257,8,0,0
562,79470,48870,12,16.058731831351047,0.36867989447200367,4,1,0
443,83656,35098,48,11.414412075310828,0.13591449149953655,4,3,0
645,71880,15588,36,6.866612161414164,0.6537728494755819,5,1,1
301,81078,5442,36,12.952621546506847,0.7551256908299678,6,1,0
603,108646,44744,36,10.72203595990749,0.8099711388568733,7,2,0
553,96290,42443,12,7.06884484645555,0.5393025447754682,6,0,1
752,76633,16803,48,19.72725814947259,0.8572076329438924,7,0,0
336,46655,45721,36,10.546330839201534,0.10451636044781348,9,1,0
459,63601,42145,24,14.386967594318463,0.20721465773129816,4,0,0
308,23114,15599,24,12.351932920048949,0.3345327845847321,1,4,1
532,46502,12058,24,7.142424188251492,0.7312195535633895,9,0,1
398,69768,22206,60,5.833154350588559,0.8083113121070856,7,3,0
507,68128,16894,48,14.386541226229385,0.5945075610448622,4,0,0
430,40028,7939,12,8.705328055218285,0.40658907552731083,8,4,0
703,75565,27149,12,8.654809994205726,0.6326764828688511,7,1,0
451,103123,6031,48,19.35464284565466,0.2447194976194929,2,0,0
353,55333,15208,60,11.92659956466937,0.4662992417379457,1,3,0
419,23174,5562,48,5.4413909975103385,0.506035278658632,9,4,0
719,55398,48498,60,10.097640727247102,0.18389697680897168,7,2,0
721,55929,25951,36,13.7673731337834,0.12709812817728505,1,1,0
403,24321,33351,36,9.928511277756812,0.7000843978801169,4,1,0
553,115971,23680,60,5.402779310512135,0.5277650874237668,5,1,1
526,75421,26586,48,11.66466898200103,0.36579096150234836,5,4,0
411,92635,14308,36,6.588595042621668,0.44978290532892007,5,0,0
809,43760,14609,48,14.287400369940565,0.866162730594637,3,0,0
772,31360,34495,36,14.29380650334032,0.40793101753116046,5,0,0
398,30313,22675,48,5.566387093976011,0.18278338132301847,4,0,1
452,105998,33064,48,9.359993923990658,0.47088174365067503,5,1,0
637,25801,13720,24,11.205293956085058,0.6184386987824549,7,2,1
462,34130,47940,60,13.25396146788767,0.10969049287991323,5,1,1
460,34271,19457,12,9.440951445622925,0.36587244801214447,8,2,0
697,36075,7939,60,9.316197688270972,0.41481153610435983,8,2,0
576,38984,43203,48,19.74522734375389,0.4709718766111566,3,0,0
803,108095,28365,48,5.6279419358134986,0.34134735493956425,5,3,1
691,80942,10392,60,19.83568121136728,0.6335378067726987,4,4,0
434,32861,30905,48,5.716279116175948,0.8557673789806498,5,3,1
494,118970,12972,36,9.325121416920288,0.8311985408317722,8,2,0
700,102203,35653,48,12.405362824540251,0.6315147318472134,4,3,0
332,91376,31329,60,7.149475145214878,0.5055072529154001,5,2,0
759,81247,24184,60,7.0226954377808575,0.7606521011533275,7,1,0
769,89101,19799,60,8.844690698914189,0.7687497502868509,3,1,0
674,40977,20052,24,19.602607753603543,0.763658442255756,6,0,0
321,70617,11044,24,10.701752883118463,0.22627675029551977,9,4,0
337,77473,24871,24,13.489922574037877,0.12034587308955214,4,1,0
529,106654,28767,24,15.564371035724696,0.8865547277984881,4,4,0
664,108177,25234,24,16.133327532863156,0.8677233565767793,6,0,0
737,92902,26381,24,15.320614495180322,0.5515027687110104,6,4,0
582,112172,22274,24,10.053922897875871,0.8944509733738886,3,1,1
326,35630,27304,60,6.675917410340936,0.7164376358142885,1,1,0
525,40056,22572,12,9.225747129998163,0.5139041467627604,3,3,0
576,27382,43412,24,8.1544284015426,0.41146485371457797,8,3,0
583,75739,30965,60,7.044159573039751,0.5742905675948146,8,3,0
780,101685,23384,12,5.367450976274281,0.5126416813323834,6,4,0
752,68639,22855,24,19.035887735876212,0.8950420213609569,7,1,1
815,79838,22920,12,18.815515798180073,0.4923682528073896,2,0,0
846,66041,21702,12,5.756255084452539,0.7687368689497258,9,2,1
491,20992,42921,36,7.596268592306027,0.7508990585105931,3,1,0
348,92394,6894,48,7.092507071941904,0.1571250188046321,2,3,1
811,87657,35985,36,9.21834401632276,0.16960541384850494,5,3,0
316,47160,33287,12,8.061033057181117,0.6278480918411169,1,4,0
471,65156,12991,60,19.187803060967823,0.30728640538824104,5,3,0
519,71375,20439,24,6.262556548403058,0.6260216277576852,4,4,0
457,106442,34084,48,8.175062405067548,0.21570071545082403,6,0,1
776,39572,47235,24,6.210849568743717,0.4176545817646432,5,3,1
345,24136,32659,60,19.705780229666544,0.18197621306046718,9,4,0
672,81868,29976,48,18.776202636455075,0.32567446145251144,5,3,0
817,102263,43703,36,15.749473846481164,0.17063887208613704,8,4,0
398,52167,22107,12,11.3895954832987,0.8764629241581432,2,1,1
336,35479,7329,60,7.852672032859888,0.4160467476098201,3,4,0
579,51376,47095,12,8.322345875302137,0.8209510143185489,3,2,1
648,24823,7770,12,11.64560012834017,0.8769374152230787,3,0,0
796,90456,9846,24,16.523340070047226,0.8276501281020575,6,1,1
601,39585,21651,60,8.970942439984384,0.4639677314929671,7,0,0
480,37272,19633,12,9.6618786880197,0.7231178380656459,7,1,0
398,46619,18628,36,13.999164371067058,0.22295958700402077,7,3,0
415,95069,5569,48,8.565940434173804,0.17586609105536707,3,4,0
490,59895,6973,60,13.763279319392053,0.8015211742645824,1,3,0
552,23720,40590,24,10.806963399084268,0.12489611656259872,6,0,1
460,39267,38038,60,5.51552308852022,0.877861880717736,3,0,0
555,35696,12641,24,11.04051929347946,0.6377071040512903,3,1,1
622,49968,13930,48,18.792879192787172,0.43569041712048706,3,0,0
427,73364,11680,36,9.396678187001909,0.21310026110484417,9,4,0
317,43345,6257,12,9.842485841547035,0.6785849207637697,4,0,1
622,71567,13250,60,5.989113320889303,0.5504894035226823,5,3,0
587,111229,43138,24,14.225711728539414,0.6689016059572555,3,4,0
454,81607,33757,48,17.73863546447508,0.4343377645031369,1,0,0
789,39385,9858,12,10.293843396396525,0.15300806644872936,4,2,1
685,103658,46349,48,8.603683362799828,0.3519777604405816,1,2,1
403,86900,18491,36,19.34917781245788,0.3520166025717527,7,3,1
692,88244,30294,12,16.176089218872328,0.1069433266701287,7,1,1
545,85425,11908,12,13.507453389248969,0.1076648120791388,4,1,0
475,98518,15844,12,9.58296749517326,0.36460662976035463,5,0,0
338,102844,42629,24,8.311970269646013,0.68209870783937,7,4,0
776,52919,7911,12,15.736160585007008,0.5992349843335,6,1,1
837,110697,13991,48,12.826832257060161,0.29121411736520725,4,2,1
707,77196,16572,24,12.808997252044716,0.582210121737737,4,1,0
824,99401,48066,12,6.105647280083657,0.6179020764475933,2,2,0
805,20495,34693,48,12.68291715139409,0.5180559382599993,2,1,1
335,64755,45004,48,17.341160465592406,0.517083180149458,4,3,0
319,87684,43333,60,19.201989166936386,0.3957982984501114,5,4,0
620,53324,22493,48,6.6002359622260265,0.19871549100258942,4,0,0
811,98929,44697,36,14.467478160486063,0.40838704004033966,3,2,1
699,21552,22634,12,13.525208761973703,0.376267452917462,2,1,0
770,71272,29561,12,18.354687364222126,0.5735780743008466,4,0,0
442,55853,23033,12,16.268660452773073,0.7850081350132867,5,2,0
391,52924,12351,48,19.478928037479697,0.40030013187230806,1,2,0
653,94462,30921,48,19.400488063729945,0.6677882223197481,1,3,0
350,116387,24340,12,8.385276400178313,0.7494643019971748,6,1,1
489,43889,19901,24,15.880263078506331,0.26940121098463693,5,0,0
424,74675,15638,24,12.957846370473415,0.8213201415037749,4,1,1
449,93591,43596,36,8.219029928229581,0.1563559505434885,1,1,0
613,90190,26378,60,7.923036233261011,0.8213754710381527,7,4,1
641,42634,49324,36,6.216265118994297,0.2309063141033521,4,2,0
604,52363,27820,12,16.933179146280334,0.36973568226745257,3,2,0
353,83752,30060,12,9.867571709300144,0.5841881761345307,7,4,0
743,97004,37642,12,17.854532529934495,0.8245466926166601,2,4,0
563,76398,30378,60,14.124730490348218,0.3045611524521882,1,1,0
352,118458,13150,48,15.10450032257691,0.7108591307732605,4,2,0
304,60718,47875,60,9.37510624415295,0.6683486465926954,8,0,0
402,102916,29059,36,11.859414190935254,0.2277670097137337,6,3,1
495,46870,39525,48,11.184763671246873,0.48357115566746234,9,4,0
649,57394,23193,48,8.535329958869017,0.4852040745421057,1,0,0
346,72057,48967,36,17.48768252790189,0.34368945172532006,1,0,0
568,99795,32801,48,14.331267587099317,0.7239370532286363,5,1,0
669,100409,31246,24,5.561479661796052,0.8407470818984789,6,4,0
405,33016,17807,36,17.298755290680326,0.6732579668822535,8,0,0
419,62137,22535,36,6.590566340428872,0.8783637864182517,3,3,0
357,20153,10492,24,11.055446502988389,0.14037477686528987,6,0,0
645,27853,36357,60,13.568853524455669,0.12977814807151616,3,3,1
773,32379,11302,60,5.11476868491827,0.8150869419945974,8,3,0
416,35792,37314,60,14.793621581644041,0.818240295757282,4,3,0
426,58367,9747,48,14.895544093403856,0.1856966280703059,2,4,1
692,38100,46170,24,14.7878947569897,0.3859568392551397,9,3,0
357,83456,15686,36,7.452019071594157,0.7683156624902826,8,4,0
812,31049,42449,36,8.83598490160324,0.20283254200131673,6,0,1
395,20786,23891,36,8.710637292991104,0.31394245808736565,3,3,0
417,89904,41196,48,19.401004747694557,0.6447968294863624,2,2,0
787,50699,34928,48,6.01292280838816,0.8855192435823983,4,0,0
536,67691,12494,60,11.43142261555256,0.7377110720563138,4,2,0
571,57040,41723,48,18.06880858730291,0.7218540982515099,1,2,1
488,112990,34877,60,16.541989916715742,0.3741301309529095,9,1,1
746,77986,32981,60,17.3366318697339,0.6290744573371794,8,4,0
546,58762,19026,36,19.584403761834995,0.19047063114466242,7,1,1
375,43600,25422,48,10.808927184097833,0.8938136265467994,6,4,0
453,114774,14244,60,9.644829115706917,0.48446745420319226,3,1,0
734,110777,38481,24,5.459892352252959,0.6110462946115027,4,0,1
385,39810,28644,24,7.250290426847931,0.800937518945163,2,2,0
584,105703,48848,48,13.430219818145362,0.10077196947485119,7,0,0
519,107347,13521,36,7.364908925800101,0.8807859420770464,2,4,0
368,77204,6746,36,16.04457523971366,0.3873274497361545,1,2,1
346,40085,22591,60,5.558489073739063,0.3716725931166611,6,2,0
393,66854,31718,48,8.892320348568228,0.2160506688741231,4,4,0
752,94797,7696,24,15.431796850827329,0.7865475282268329,8,0,0
503,104269,17012,60,8.832542363585958,0.7966716286937924,1,2,0
517,59779,19688,60,15.93140696336696,0.11599119915591222,9,0,0
773,76207,28457,12,19.937958131460526,0.14458017669865308,6,0,1
731,114615,10036,48,16.956259331736554,0.8346733285069364,2,0,1
640,53980,44895,60,10.127531881415038,0.19829450582192126,8,2,1
588,76117,34960,24,18.50887850942392,0.5967419711735671,5,3,0
553,34141,41486,12,5.767696035023142,0.5957203601346527,5,1,0
656,29344,27159,24,15.875102366709681,0.7957842680869235,5,4,0
322,35896,12910,36,5.349834973440125,0.5581232843405427,7,0,1
821,109353,7693,12,7.618332430354475,0.4472091290485031,7,2,1
399,49813,20858,12,19.813786123078618,0.8795046260728364,7,4,1
479,104431,33810,60,10.413273687414605,0.28305238079917605,2,3,0
522,85679,25092,36,17.30749067246358,0.3101744141465466,8,3,0
741,30681,28243,60,10.641300692534031,0.16781572383888638,1,2,0
624,92903,35505,48,17.600426761967235,0.8802534537239554,2,0,0
815,23228,12692,24,19.481593401901613,0.6650881670700923,7,3,0
315,24582,33555,24,11.533043651287498,0.10967766999312084,4,3,0
635,98683,11398,60,13.390237877724191,0.66345122206323,9,3,0
557,31397,12252,24,14.429592349453516,0.42330888889095386,9,2,0
796,58799,16721,24,19.02252203262853,0.8740397533882732,3,4,0
459,57011,22939,48,8.851161311518368,0.32191000172991446,3,1,0
774,99183,16825,36,14.1687405925059,0.6682290709711187,9,2,0
679,113254,30251,12,9.870803423347137,0.6019473202995166,8,0,0
844,64264,41955,60,8.253997702736292,0.10963997991699898,1,2,0
726,62317,29151,60,6.273805085348212,0.8081735434658989,6,2,0
567,67914,5036,48,14.310662956039232,0.2116901282823732,7,1,1
716,104633,33412,48,18.231282183073525,0.6308710231982665,8,1,0
467,65254,23171,12,10.27089333266769,0.7204387606354312,2,1,0
342,60096,44051,36,13.29002804289466,0.6047421171987688,1,4,0
584,73785,37761,60,14.632006929411736,0.17769109401092714,4,2,0
696,72344,20202,48,11.21975266692806,0.8801433090037529,1,0,0
311,102643,13060,60,18.55021775549087,0.28945433161697787,2,1,1
601,88546,13065,24,10.441327418017648,0.6022918159550952,3,1,0
552,91091,34873,60,6.875162301347655,0.737742446609049,4,2,0
798,85603,41648,36,7.160305370775493,0.8513888079252093,6,0,0
334,48412,10932,36,18.36286421761569,0.5832084234047262,8,1,0
389,71658,31470,60,19.820120642719395,0.30724331933049254,9,2,0
717,119841,13328,24,9.334067758575754,0.7693112139255732,4,3,1
414,69549,11333,36,7.154040884820672,0.2305759727600572,1,4,0
495,31549,16268,48,12.233184226343141,0.1178259424568565,5,2,0
800,91216,10067,60,15.642920953648968,0.8265190867539214,5,1,0
792,45739,49843,24,14.18604362154458,0.5603111664436848,9,0,0
374,41209,22045,48,19.26662273123919,0.15571319264905492,6,3,0
712,107968,45741,60,17.266668259574423,0.5637835096984042,5,0,1
675,35116,27770,24,18.03458247596003,0.2160113346579589,5,0,1
719,40045,47770,48,13.125007382736054,0.12510880511749206,8,0,1
576,46327,12887,36,9.90912789997175,0.19321923799260335,1,2,0
693,55709,38182,60,15.526040156908687,0.7200859428047762,5,2,1
756,63617,37370,60,11.585795599270927,0.7045287238508798,1,4,1
491,80139,44618,36,9.316313608434868,0.5834545079322265,7,3,1
398,46905,29918,12,7.284060285084463,0.26746263193024455,7,0,1
847,84148,40497,48,12.918113118343436,0.6911736526362469,8,1,0
395,92603,33026,36,13.91380350799878,0.4264362137720541,7,0,0
489,118095,16929,60,13.531785239812624,0.508602893701072,9,3,0
336,62919,41665,48,6.74822545150331,0.8181125546610571,8,0,0
668,103521,39937,48,13.549809793081147,0.4662860189905004,8,2,1
824,112905,18563,12,7.526211602077115,0.6010929230811926,3,2,1
578,103400,33546,60,14.955712481772036,0.8694011934703264,4,3,1
516,108150,17888,24,11.440759949983,0.46111191906719795,4,4,0
572,78446,42338,12,17.73182881608733,0.5485823185541522,1,0,0
361,72428,39283,12,16.673986171906684,0.5675316999067584,6,3,0
641,67894,21958,24,15.865730772749506,0.2925692470982034,2,1,0
696,101149,17634,24,15.511056490014534,0.6895376498263619,9,1,1
318,26447,24251,12,13.40732059217153,0.681309622619078,1,4,1
476,25499,24928,48,5.9167036419251655,0.27084539319654566,1,2,0
695,59041,42245,36,14.832344352995015,0.1106704358676101,6,3,1
744,51315,21455,36,12.003832663455729,0.8991532564547624,1,0,0
532,21299,32144,12,12.043320709902995,0.5652701863685518,3,3,0
375,24994,33013,48,10.685332931994045,0.2448256339008011,2,4,0
564,115414,26876,24,18.936063722625658,0.3268523860117435,9,3,0
754,101163,31962,12,8.741769004286486,0.5942336337672799,5,4,1
683,27489,33084,60,9.748916801146695,0.2100924648384643,6,4,1
805,111647,47319,48,19.44561174103434,0.1298245096871652,2,4,0
666,52355,26143,60,17.15230602915047,0.7387838675637948,8,3,0
443,93805,31091,60,5.21129618244305,0.6726769954815335,6,1,0
368,88367,19179,12,18.591613997928107,0.34768131850638684,8,0,0
398,97355,37807,48,8.399709482496055,0.14679310221965533,8,4,0
695,110349,15222,60,15.588988087490952,0.48901672867846213,1,2,0
324,107173,28949,48,13.296096610508233,0.32094903194044716,7,4,0
768,21996,21116,36,13.05217825404176,0.41822337385091823,2,3,0
